"value","lon","lat","geoAddress"
" Trader Joe's Santa Monica (6) 3212 Pico Blvd Santa Monica, CA 90405 US ",-118.4557652,34.0263552,"3212 pico blvd, santa monica, ca 90405, usa"
" Trader Joe's Santa Rosa Ave (178) 2100 Santa Rosa Ave Santa Rosa, CA 95407 US ",-122.7120491,38.4175177,"2100 santa rosa ave, santa rosa, ca 95407, usa"
" Trader Joe's Santa Rosa - Cleveland Ave (75) 3225 Cleveland Ave Santa Rosa, CA 95403 US ",-122.7323035,38.4735472,"3225 cleveland ave, santa rosa, ca 95403, usa"
" Trader Joe's Sherman Oaks (49) 14119 Riverside Dr Sherman Oaks, CA 91423 US ",-118.4408137,34.1579742,"14119 riverside dr, sherman oaks, ca 91423, usa"
" Trader Joe's Simi Valley (30) 2975-A Cochran St Simi Valley, CA 93065 US ",-118.7384764,34.2808989,"2975-a cochran st, simi valley, ca 93065, usa"
" Trader Joe's South San Francisco (187) 301 MC Lellan Dr South San Francisco, CA 94080 US ",-122.4461046,37.664736,"301 mclellan drive, south san francisco, ca 94080, usa"
" Trader Joe's South Pasadena (18) 613 Mission St S. Pasadena, CA 91030 US ",-118.1629729,34.1153043,"613 mission st s, pasadena, ca 91030, usa"
" Trader Joe's Stockton (76) 6535 Pacific Ave Stockton, CA 95207 US ",-121.3228167,38.00913,"6535 pacific ave, stockton, ca 95207, usa"
" Trader Joe's Studio City (122) 11976 Ventura Blvd Studio City, CA 91604 US ",-118.393111,34.143049,"11976 ventura blvd, studio city, ca 91604, usa"
" Trader Joe's Sunnyvale (68) 316 West El Camino Real Sunnyvale, CA 94087 US ",-122.0358811,37.3678921,"316 w el camino real, sunnyvale, ca 94087, usa"
" Trader Joe's Temecula (102) 40665 Winchester Rd Temecula, CA 92591 US ",-117.1561498,33.5288206,"40665 winchester rd, temecula, ca 92591, usa"
" Trader Joe's Templeton (211) 1111 Rossi Road Templeton, CA 93465 US ",-120.715191,35.5419292,"1111 rossi rd, templeton, ca 93465, usa"
" Trader Joe's Newbury Park (243) 125 N Reino Road Thousand Oaks, CA 91320 US ",-118.9538252,34.1800942,"125 n reino rd, thousand oaks, ca 91320, usa"
" Trader Joe's Thousand Oaks (196) 451 Avenida De Los Arboles Thousand Oaks, CA 91360 US ",-118.8690704,34.2189862,"451 e avenida de los arboles, thousand oaks, ca 91360, usa"
" Trader Joe's Toluca Lake (54) 10130 Riverside Dr Toluca Lake, CA 91602 US ",-118.3519298,34.151912,"10130 riverside dr, toluca lake, ca 91602, usa"
" Trader Joe's Torrance - Hawthorne Blvd (121) 19720 Hawthorne Blvd Torrance, CA 90503 US ",-118.3532856,33.8522499,"19720 hawthorne blvd, torrance, ca 90503, usa"
" Trader Joe's Torrance - Rolling Hills Plaza (29) 2545 Pacific Coast Hwy Torrance, CA 90505 US ",-118.330186,33.790641,"2545 pacific coast hwy, torrance, ca 90505, usa"
" Trader Joe's Tustin (197) 1198 Irvine Blvd. Tustin, CA 92780 US ",-117.8096194,33.746471,"1198 irvine blvd, tustin, ca 92780, usa"
" Trader Joe's Ventura (45) 1795 S. Victoria Ave Ventura, CA 93003 US ",-119.2118273,34.2572008,"1795 s victoria ave, ventura, ca 93003, usa"
" Trader Joe's Ventura - Midtown (218) 103 S Mills Rd Ventura, CA 93003 US ",-119.2488929,34.2714244,"103 s mills rd ste 104, ventura, ca 93003, usa"
" Trader Joe's Walnut Creek (123) 1372 S California Blvd Walnut Creek, CA 94596 US ",-122.0605735,37.8931373,"1372 s california blvd, walnut creek, ca 94596, usa"
" Trader Joe's Westchester (33) 8645 S Sepulveda Westchester, CA 90045 US ",-118.3963289,33.9585807,"8645 s sepulveda blvd, westchester, ca 90045, usa"
" Trader Joe's West Hills (50) 6751 Fallbrook Ave West Hills, CA 91307 US ",-118.6258129,34.1922146,"6751 fallbrook ave, west hills, ca 91307, usa"
" Trader Joe's West Hollywood (173) 8611 Santa Monica Blvd West Hollywood, CA 90069 US ",-118.3796622,34.0880547,"8611 santa monica blvd, west hollywood, ca 90069, usa"
" Trader Joe's West Hollywood (40) 7310 Santa Monica Blvd West Hollywood, CA 90046 US ",-118.3490398,34.0905394,"7310 santa monica blvd, west hollywood, ca 90046, usa"
" Trader Joe's Westlake Village (58) 3835 E Thousand Oaks Blvd Westlake Village, CA 91362 US ",-118.825874,34.163905,"3835 thousand oaks blvd, westlake village, ca 91362, usa"
" Trader Joe's Whittier (48) 15025 E Whittier Blvd Whittier, CA 90603 US ",-118.0055088,33.9494069,"15025 e whittier blvd, whittier, ca 90603, usa"
" Trader Joe's Woodland Hills (209) 21055 Ventura Blvd Woodland Hills, CA 91364 US ",-118.5923118,34.1672602,"21055 ventura blvd, woodland hills, ca 91364, usa"
" Trader Joe's Yorba Linda (176) 19655 Yorba Linda Blvd Yorba Linda, CA 92886 US ",-117.7921699,33.8897262,"19655 yorba linda blvd, yorba linda, ca 92886, usa"
" Trader Joe's Boulder (301) 1906 28th St Boulder, CO 80301 US ",-105.2578411,40.0202684,"1906 28th st, boulder, co 80301, usa"
" Trader Joe's Colorado Springs (305) 5342 N Nevada Ave Colorado Springs, CO 80918 US ",-104.8172815,38.9072763,"5342 n nevada ave, colorado springs, co 80918, usa"
" Trader Joe's Denver (302) 661 Logan Street Denver, CO 80203 US ",-104.9827877,39.7268649,"661 logan st, denver, co 80203, usa"
" Trader Joe's Denver Grocery (300) 750 N Colorado Blvd Denver, CO 80206 US ",-104.9402855,39.7283007,"750 colorado blvd, denver, co 80206, usa"
" Trader Joe's Denver Wine (310) 790 N Colorado Blvd Denver, CO 80206 US ",-104.9402984,39.729083,"790 north colorado boulevard, denver, co 80206, usa"
" Trader Joe's Fort Collins (304) 3500 S College Ave, Ste 110 Fort Collins, CO 80525 US ",-105.0752866,40.5393421,"3500 s college ave ste 110, fort collins, co 80525, usa"
" Trader Joe's Greenwood Village (303) 5910 S University Blvd, Suite E1 Greenwood Village, CO 80121 US ",-104.9584163,39.6080792,"5910 s university blvd ste e1, greenwood village, co 80121, usa"
" Trader Joe's Littleton (306) 8055 West Bowles Ave Littleton, CO 80123 US ",-105.0888051,39.611724,"8055 w bowles ave unit 3a, littleton, co 80123, usa"
" Trader Joe's Danbury (525) 113 Mill Plain Rd Danbury, CT 06811 US ",-73.521741,41.3927,"113 mill plain rd, danbury, ct 06811, usa"
" Trader Joe's Fairfield (523) 2258 Black Rock Turnpike Fairfield, CT 06825 US ",-73.253173,41.1831393,"2258 black rock turnpike, fairfield, ct 06825, usa"
" Trader Joe's Manchester (563) 1510 Pleasant Valley Road Manchester, CT 06042 US ",-72.5576549,41.8067497,"1510 pleasant valley rd, manchester, ct 06042, usa"
" Trader Joe's Orange (524) 560 Boston Post Rd Orange, CT 06477 US ",-73.0188747,41.2508125,"560 boston post rd, orange, ct 06477, usa"
" Trader Joe's Stamford (529) 1041 High Ridge Rd Stamford, CT 06905 US ",-73.5473117,41.1068964,"1041 high ridge rd, stamford, ct 06905, usa"
" Trader Joe's West Hartford (526) 1489 New Britain Ave West Hartford, CT 06110 US ",-72.7580509,41.7234651,"1489 new britain ave, west hartford, ct 06110, usa"
" Trader Joe's Westport (521) 400 Post Road E Westport, CT 06880 US ",-73.3519417,41.1398413,"400 post rd e, westport, ct 06880, usa"
" Trader Joe's Glover Park (620) 2101 Wisconsin Ave NW Suite A Washington,",-77.06833,38.91771,"2101 wisconsin ave nw suite a, washington, dc 20007, usa"
" Trader Joe's Washington - 14Th St (662) 1914 14th St NW Washington, DC 20009 US ",-77.0321896,38.9160454,"1914 14th st nw, washington, dc 20009, usa"
" Trader Joe's Washington - 25Th St (653) 1101 25th Street NW Washington, DC 20037 US ",-77.053024,38.9040926,"1101 25th st nw, washington, dc 20037, usa"
" Trader Joe's Washington - Capitol Hill (622) 750 Pennsylvania Ave SE Washington, DC 20003 US ",-76.9952324,38.8852918,"750 pennsylvania ave se, washington, dc 20003, usa"
" Trader Joe's Washington - Union Market District (621) 350 Florida Ave. NE Washington, DC 20002 US ",-77.0007126,38.9075215,"350 florida ave ne, washington, dc 20002, usa"
" Trader Joe's Wilmington (636) 5605 Concord Pike Wilmington, DE 19803 US ",-75.5417242,39.8338327,"5605 concord pike, wilmington, de 19803, usa"
" Trader Joe's Boca Raton (773) 855 S Federal Hwy Boca Raton, FL 33432 US ",-80.086579,26.3422503,"855 s federal hwy, boca raton, fl 33432, usa"
" Trader Joe's Davie (778) 2296 S University Dr Davie, FL 33324 US ",-80.2496642,26.0930324,"2296 s university dr, davie, fl 33324, usa"
" Trader Joe's Delray Beach (771) 1851 S Federal Highway #500 Delray Beach, FL 33483 US ",-80.0672973,26.4529579,NA
" Trader Joe's Fort Lauderdale (776) 1560 N Federal Hwy Fort Lauderdale, FL 33304 US ",-80.1189987,26.14812,"1560 n federal hwy, fort lauderdale, fl 33304, usa"
" Trader Joe's Gainesville (764) 3724 SW Archer Rd Gainesville, FL 32608 US ",-82.3799788,29.6232817,"3724 sw archer rd, gainesville, fl 32608, usa"
" Trader Joe's Jacksonville (769) 11112 San Jose Blvd Jacksonville, FL 32223 US ",-81.6301983,30.173927,"11112 san jose blvd, jacksonville, fl 32223, usa"
" Trader Joe's Jacksonville Beach (760) 4180 S 3rd St Jacksonville Beach, FL 32250 US ",-81.3898053,30.2569923,"4180 s 3rd st s, jacksonville beach, fl 32250, usa"
" Trader Joe's Pinecrest (770) 9205 S Dixie Hwy Miami, FL 33156 US ",-80.3125623,25.6844073,"9205 s dixie hwy, miami, fl 33156, usa"
" Trader Joe's Miami Beach (779) 1229 17th St Miami Beach,",-80.1422631,25.7923065,"1229 17th st #779, miami beach, fl 33139, usa"
" Trader Joe's Naples (762) 10600 Tamiami Trail N Naples, FL 34108 US ",-81.8005297,26.2681317,"10600 tamiami trail n, naples, fl 34108, usa"
" Trader Joe's Orlando – Dr. Phillips (768) 8323 Sand Lake Rd Orlando, FL 32819 US ",-81.4965868,28.4503045,"8323 sand lake rd, orlando, fl 32819, usa"
" Trader Joe's Palm Beach Gardens (772) 2560 PGA Blvd Palm Beach Gardens, FL 33410 US ",-80.0741839,26.8437756,"2560 pga boulevard, palm beach gardens, fl 33410, usa"
" Trader Joe's Pembroke Pines (775) 11960 Pines Blvd Pembroke Pines, FL 33026 US ",-80.3107778,26.0058489,"11960 pines blvd, pembroke pines, fl 33026, usa"
" Trader Joe's Sarasota (761) 4101 S Tamiami Trail Sarasota, FL 34231 US ",-82.530019,27.294762,"4101 s tamiami trail, sarasota, fl 34231, usa"
" Trader Joe's St. Petersburg (767) 2742 4th St N St. Petersburg, FL 33704 US ",-82.6388275,27.7974016,"2742 4th st n, st. petersburg, fl 33704, usa"
" Trader Joe's Tallahassee (763) 3425 Thomasville Rd Tallahassee, FL 32309 US ",-84.2502281,30.5031134,"3425 thomasville rd #19, tallahassee, fl 32309, usa"
" Trader Joe's Tampa (766) 3808 W Swann Ave Tampa, FL 33609 US ",-82.506331,27.9372655,"3808 w swann ave, tampa, fl 33609, usa"
" Trader Joe's Wellington (774) 2877 South State Rd 7 Wellington, FL 33414 US ",-80.205663,26.6368252,"2877 s, fl-7, wellington, fl 33414, united states"
" Trader Joe's Winter Park (765) 131 N Orlando Ave Winter Park, FL 32789 US ",-81.3652981,28.5977493,"131 north orlando avenue, winter park, fl 32789, usa"
" Trader Joe's Athens (736) 1850 Epps Bridge Pkwy Athens, GA 30606 US ",-83.443261,33.915794,"1850 epps bridge pkwy ste 331, athens, ga 30606, usa"
" Trader Joe's Atlanta (730) 931 Monroe Dr Atlanta, GA 30308 US ",-84.3679523,33.7795746,"931 monroe dr ne, atlanta, ga 30308, usa"
" Trader Joe's Buckhead (735) 3183 Peachtree Rd Atlanta, GA 30305 US ",-84.3749866,33.8409526,"3183 peachtree rd, atlanta, ga 30305, usa"
" Trader Joe's Marietta (732) 4250 Roswell Road NE Marietta, GA 30062 US ",-84.426163,33.9831557,"4250 roswell rd, marietta, ga 30062, usa"
" Trader Joe's Norcross - Peachtree Corners (734) 5185 Peachtree Pkwy Norcross, GA 30092 US ",-84.2195636,33.979183,"5185 peachtree pkwy ste 101, norcross, ga 30092, usa"
" Trader Joe's Roswell (733) 635 W Crossville Rd Roswell, GA 30075 US ",-84.3796266,34.0593442,"635 w crossville rd, roswell, ga 30075, usa"
" Trader Joe's Sandy Springs (731) 6277 Roswell Road NE Sandy Springs, GA 30328 US ",-84.3780992,33.9262446,"6277 roswell rd ne, sandy springs, ga 30328, usa"
" Trader Joe's Coralville (728) 920 Ponseti Way Coralville, IA 52241 US ",-91.5647228,41.6833223,"920 ponseti way, coralville, ia 52241, usa"
" Trader Joe's W Des Moines (721) 6305 Mills Civic Pkwy West Des Moines, IA 50266 US ",-93.7940598,41.5616576,"6305 mills civic pkwy ste 2111, west des moines, ia 50266, usa"
" Trader Joe's Boise (360) 300 S Capitol Blvd Boise, ID 83702 US ",-116.2037053,43.6130276,"300 s capitol blvd, boise, id 83702, usa"
" Trader Joe's Algonquin (699) 1800 S Randall Rd Algonquin, IL 60102 US ",-88.3398334,42.1534435,"1800 s randall rd, algonquin, il 60102, usa"
" Trader Joe's Arlington Heights (687) 17 W Rand Rd Arlington Heights, IL 60004 US ",-87.9826671,42.1129268,"17 w rand rd, arlington heights, il 60004, usa"
" Trader Joe's Batavia (689) 1942 W Fabyan Pkwy Batavia, IL 60510 US ",-88.338489,41.8638735,"1942 w fabyan pkwy, batavia, il 60510, usa"
" Trader Joe's Chicago (688) 3745 N Lincoln Ave Chicago, IL 60613 US ",-87.6751404,41.9498851,"3745 n lincoln ave, chicago, il 60613, usa"
" Trader Joe's Chicago - Diversey Pkwy (703) 667 W Diversey Pkwy Chicago, IL 60614 US ",-87.6462425,41.9323352,"667 w diversey pkwy, chicago, il 60614, usa"
" Trader Joe's Chicago - Lincoln Park (691) 1840 N Clybourn Ave Chicago, IL 60614 US ",-87.6549833,41.9144861,"1840 n clybourn ave, chicago, il 60614, usa"
" Trader Joe's Chicago - River North (696) 44 E Ontario St Chicago, IL 60611 US ",-87.6261918,41.8934446,"44 e ontario st, chicago, il 60611, usa"
" Trader Joe's Chicago - South Loop (701) 1147 S Wabash Ave Chicago, IL 60605 US ",-87.6253853,41.8677713,"1147 s wabash ave, chicago, il 60605, usa"
" Trader Joe's Downers Grove (683) 122 Ogden Ave Downers Grove, IL 60515 US ",-87.9890937,41.8110584,"122 ogden ave, downers grove, il 60515, usa"
" Trader Joe's Evanston (702) 1211 Chicago Avenue Evanston, IL 60202 US ",-87.6800329,42.0397785,"1211 chicago ave, evanston, il 60202, usa"
" Trader Joe's Glen Ellyn (680) 680 Roosevelt Rd Glen Ellyn, IL 60137 US ",-88.0586561,41.8605268,"680 roosevelt rd, glen ellyn, il 60137, usa"
" Trader Joe's Glenview (681) 1407 Waukegan Rd Glenview, IL 60025 US ",-87.7971929,42.0809674,"1407 waukegan rd, glenview, il 60025, usa"
" Trader Joe's La Grange (685) 25 N La Grange Rd La Grange, IL 60525 US ",-87.8693557,41.8173165,"25 n la grange rd, la grange, il 60525, usa"
" Trader Joe's Lake Zurich (684) 735 W Route 22 Lake Zurich, IL 60047 US ",-88.1090051,42.1887711,"735 w state rte 22, lake zurich, il 60047, usa"
" Trader Joe's Libertyville (704) 1600 S Milwaukee Ave Libertyville, IL 60048 US ",-87.946718,42.255041,"1600 s milwaukee ave, libertyville, il 60048, usa"
" Trader Joe's Naperville (690) 44 W Gartner Rd Naperville, IL 60540 US ",-88.1405028,41.7545412,"44 w gartner rd, naperville, il 60540, usa"
" Trader Joe's Northbrook (682) 127 Skokie Blvd Northbrook, IL 60062 US ",-87.7983116,42.1502628,"127 skokie blvd, northbrook, il 60062, usa"
" Trader Joe's Oak Park (697) 483 N Harlem Ave Oak Park, IL 60301 US ",-87.8047896,41.8902787,"483 n harlem ave, oak park, il 60301, usa"
" Trader Joe's Orland Park (686) 14924 S La Grange Rd Orland Park, IL 60462 US ",-87.854763,41.618022,"14924 south la grange road, orland park, il 60462, usa"
" Trader Joe's Park Ridge (698) 190 N NW Highway Park Ridge, IL 60068 US ",-87.8323637,42.0127157,"190 n northwest hwy, park ridge, il 60068, usa"
" Trader Joe's Schaumburg (705) 1426 E Golf Rd Schaumburg, IL 60173 US ",-88.041887,42.0510988,"1426 e golf rd, schaumburg, il 60173, usa"
" Trader Joe's Indianapolis - Castleton (671) 5473 E 82nd St Indianapolis, IN 46250 US ",-86.0751813,39.9037062,"5473 e 82nd st, indianapolis, in 46250, usa"
" Trader Joe's Indianapolis - W 86Th (670) 2902 W 86th St Indianapolis, IN 46268 US ",-86.2117997,39.9125685,"2902 w 86th st, indianapolis, in 46268, usa"
" Trader Joe's Leawood (723) 4201 W 119th St Leawood, KS 66209 US ",-94.6357532,38.912425,"4201 w 119th st, leawood, ks 66209, usa"
" Trader Joe's Lexington Grocery (627) 2326 Nicholasville Rd Lexington, KY 40503 US ",-84.5183628,38.0049273,"2326 nicholasville rd, lexington, ky 40503, usa"
" Trader Joe's Lexington Wine (626) 2320 Nicholasville Road Lexington, KY 40503 US ",-84.5185124,38.0049274,"2320 nicholasville rd, lexington, ky 40503, usa"
" Trader Joe's Louisville Grocery (628) 4600 Shelbyville Rd Ste 111 Louisville, KY 40207 US ",-85.6298321,38.2483925,"4600 shelbyville rd ste 111, louisville, ky 40207, usa"
" Trader Joe's Louisville Wine (625) 4600 Shelbyville Rd Ste 112 Louisville, KY 40207 US ",-85.6298321,38.2483925,"4600 shelbyville rd ste 112, louisville, ky 40207, usa"
" Trader Joe's Baton Rouge (754) 3535 Perkins Rd Baton Rouge, LA 70808 US ",-91.153792,30.4226856,"3535 perkins rd, baton rouge, la 70808, usa"
" Trader Joe's Metairie (755) 2949 Veterans Blvd Metairie, LA 70002 US ",-90.1520588,30.0044051,"2949 veterans blvd, metairie, la 70002, usa"
" Trader Joe's Acton (511) 145 Great Rd Acton, MA 01720 US ",-71.4152791,42.4832101,"145 great rd, acton, ma 01720, usa"
" Trader Joe's Allston (561) 199 North Harvard Street Allston, MA 02134 US ",-71.1298352,42.3635097,"199 n harvard st, allston, ma 02134, usa"
" Trader Joe's Arlington (505) 1427 Massachusetts Ave Arlington, MA 02476 US ",-71.1888223,42.4254178,"1427 massachusetts ave, arlington, ma 02476, usa"
" Trader Joe's Boston - Back Bay (510) 899 Boylston St Boston, MA 02115 US ",-71.0840861,42.3484566,"899 boylston st, boston, ma 02115, usa"
" Trader Joe's Brookline (501) 1317 Beacon St Brookline, MA 02446 US ",-71.1205422,42.3419953,"1317 beacon st, brookline, ma 02446, usa"
" Trader Joe's Burlington (515) 51 Middlesex Turnpike Burlington, MA 01803 US ",-71.2106665,42.473428,"51 middlesex turnpike, burlington, ma 01803, usa"
" Trader Joe's Cambridge (502) 748 Memorial Dr Cambridge, MA 02139 US ",-71.1141683,42.3582624,"748 memorial dr, cambridge, ma 02139, usa"
" Trader Joe's Cambridge Fresh Pond (517) 211 Alewife Brook Pkwy Cambridge, MA 02138 US ",-71.1435906,42.390022,"211 alewife brook pkwy, cambridge, ma 02138, usa"
" Trader Joe's Foxborough - Patriot Place (528) 350 Patriot Place Foxborough, MA 02035 US ",-71.2692716,42.0866187,"350 patriot pl, foxborough, ma 02035, usa"
" Trader Joe's Framingham (503) 659 Worcester Rd Framingham, MA 01701 US ",-71.423284,42.298735,"659 worcester rd, framingham, ma 01701, usa"
" Trader Joe's Hadley (512) 375 Russell St Hadley, MA 01035 US ",-72.5493664,42.3577603,"375 russell st, hadley, ma 01035, usa"
" Trader Joe's Hanover (513) 1775 Washington St Hanover, MA 02339 US ",-70.8316142,42.122497,"1775 washington st, hanover, ma 02339, usa"
" Trader Joe's Hingham (530) 5 Essington Drive Hingham, MA 02043 US ",-70.9237968,42.2490667,"5 essington dr, hingham, ma 02043, usa"
" Trader Joe's Hyannis (514) 655 Iyannough Road Rt 132 Hyannis, MA 02601 US ",-70.2923784,41.6662989,"655 iyannough road rt 132, hyannis, ma 02601, united states"
" Trader Joe's Needham Heights (504) 958 Highland Ave Needham, MA 02494 US ",-71.2348917,42.292737,"958 highland ave, needham, ma 02494, usa"
" Trader Joe's Peabody (516) 300 Andover St Peabody, MA 01960 US ",-70.9562144,42.5494743,"300 andover st, peabody, ma 01960, usa"
" Trader Joe's Saugus (506) 358 Broadway Saugus, MA 01906 US ",-71.017554,42.4834902,"358 broadway, saugus, ma 01906, usa"
" Trader Joe's Shrewsbury (508) 77 Boston Turnpike Shrewsbury, MA 01545 US ",-71.7512196,42.2753458,"77 boston turnpike, shrewsbury, ma 01545, usa"
" Trader Joe's Somerville (560) 145 Middlesex Ave Somerville, MA 02145 US ",-71.0828193,42.3956168,"145 middlesex ave, somerville, ma 02145, usa"
" Trader Joe's West Newton (509) 1121 Washington St West Newton, MA 02465 US ",-71.2194379,42.3498471,"1121 washington st, west newton, ma 02465, usa"
" Trader Joe's Annapolis (650) 160 F Jennifer Rd Annapolis, MD 21401 US ",-76.540243,38.9889202,"160 f, jennifer rd, annapolis, md 21401, usa"
" Trader Joe's Bethesda (645) 6831 Wisconsin Ave Bethesda, MD 20815 US ",-77.0905313,38.978257,"6831 wisconsin ave, bethesda, md 20815, usa"
" Trader Joe's Columbia (658) 6610 Marie Curie Dr Elkridge, MD 21075 US ",-76.7956374,39.1883169,"6610 marie curie dr, elkridge, md 21075, usa"
" Trader Joe's Pikesville (655) 1809 Reisterstown Rd Pikesville, MD 21208 US ",-76.7360871,39.3881322,"1809 reisterstown rd, pikesville, md 21208, usa"
" Trader Joe's North Potomac (648) 10076 Darnestown Rd Rockville, MD 20850 US ",-77.2067876,39.0965444,"10076 darnestown rd, rockville, md 20850, usa"
" Trader Joe's Rockville (642) 12268-H Rockville Pike Rockville, MD 20852 US ",-77.1223481,39.0570549,"12268-h rockville pike, rockville, md 20852, usa"
" Trader Joe's Silver Spring (652) 10741 Columbia Pike Silver Spring, MD 20901 US ",-77.0035012,39.0313332,"10741 columbia pike, silver spring, md 20901, usa"
" Trader Joe's Towson (649) 800 Kenilworth Drive Towson, MD 21204 US ",-76.6192304,39.4114587,"800 kenilworth dr, towson, md 21204, usa"
" Trader Joe's Portland (519) 87 Marginal Way Portland, ME 04101 US ",-70.2646208,43.6618148,"87 marginal way, portland, me 04101, usa"
" Trader Joe's Ann Arbor (678) 2398 East Stadium Blvd Ann Arbor, MI 48104 US ",-83.7130225,42.258405,"2398 e stadium blvd, ann arbor, mi 48104, usa"
" Trader Joe's Bloomfield Hills (675) 6536 Telegraph Rd Bloomfield Hills, MI 48301 US ",-83.2867635,42.5441271,"6536 telegraph rd, bloomfield hills, mi 48301, usa"
" Trader Joe's Grosse Pointe (665) 17028 Kercheval Ave Grosse Pointe, MI 48230 US ",-82.915887,42.389772,"17028 kercheval ave, grosse pointe, mi 48230, usa"
" Trader Joe's Kalamazoo (708) 5099 Century Ave Kalamazoo, MI 49006 US ",-85.6499899,42.2701259,"5099 century ave, kalamazoo, mi 49006, usa"
" Trader Joe's Grand Rapids – Kentwood (707) 3684 28th St SE Kentwood, MI 49512 US ",-85.5766868,42.9119665,"3684 28th st se, kentwood, mi 49512, usa"
" Trader Joe's Northville (667) 18771 Traditions Drive Northville, MI 48167 US ",-83.4337553,42.4227691,"18771 traditions dr, northville, mi 48167, usa"
" Trader Joe's Rochester Hills (668) 3044 Walton Blvd Rochester Hills, MI 48309 US ",-83.1949099,42.6825492,"3044 walton blvd, rochester hills, mi 48309, usa"
" Trader Joe's Royal Oak (674) 27880 Woodward Ave Royal Oak, MI 48067 US ",-83.1636857,42.4954068,"27880 woodward ave, royal oak, mi 48067, usa"
" Trader Joe's Bloomington (724) 4270 W 78th St Bloomington, MN 55435 US ",-93.332769,44.859243,"4270 w 78th st, bloomington, mn 55435, usa"
" Trader Joe's Maple Grove (713) 12105 Elm Creek Blvd N Maple Grove, MN 55369 US ",-93.4340902,45.0921896,"12105 elm creek blvd n, maple grove, mn 55369, usa"
" Trader Joe's Minneapolis (725) 721 Washington Ave S Minneapolis, MN 55415 US ",-93.2582,44.976464,"721 s washington ave ste 101, minneapolis, mn 55415, usa"
" Trader Joe's Minnetonka (714) 11220 Wayzata Blvd Minnetonka, MN 55305 US ",-93.4227576,44.9734888,"11220 wayzata blvd, minnetonka, mn 55305, usa"
" Trader Joe's Rochester (718) 1200 16th St SW Rochester, MN 55902 US ",-92.481255,44.0003608,"1200 16th st sw, rochester, mn 55902, usa"
" Trader Joe's Shoreview (727) 1041 Red Fox Rd Shoreview, MN 55126 US ",-93.1447262,45.05799,"1041 red fox rd, shoreview, mn 55126, usa"
" Trader Joe's St. Louis Park (710) 4500 Excelsior Blvd St. Louis Park, MN 55416 US ",-93.337399,44.934592,"4500 excelsior blvd, st louis park, mn 55416, usa"
" Trader Joe's St. Paul (716) 484 Lexington Pkwy S St. Paul, MN 55105 US ",-93.1458914,44.926697,"484 lexington pkwy s, st paul, mn 55105, usa"
" Trader Joe's Woodbury (715) 8960 Hudson Rd. Ste. 801 Woodbury, MN 55125 US ",-92.9226673,44.945734,"8960 hudson rd ste 801, woodbury, mn 55125, usa"
" Trader Joe's Brentwood (692) 48 Brentwood Promenade Court Brentwood, MO 63144 US ",-90.3412312,38.6273335,"48 brentwood promenade ct, brentwood, mo 63144, usa"
" Trader Joe's Chesterfield (693) 1679 Clarkson Rd Chesterfield, MO 63017 US ",-90.5665562,38.6448973,"1679 clarkson rd, chesterfield, mo 63017, usa"
" Trader Joe's Creve Coeur (694) 11505 Olive Blvd Creve Coeur, MO 63141 US ",-90.4364196,38.6719545,"11505 olive blvd, creve coeur, mo 63141, usa"
" Trader Joe's Des Peres (695) 13343 Manchester Rd Des Peres, MO 63131 US ",-90.4671556,38.601039,"13343 manchester rd, des peres, mo 63131, usa"
" Trader Joe's Kansas City (720) 8600 Ward Pkwy Kansas City, MO 64114 US ",-94.60684,38.9706721,"8600 ward pkwy, kansas city, mo 64114, usa"
" Trader Joe's Asheville (740) 120 Merrimon Ave Asheville, NC 28801 US ",-82.5535733,35.603047,"120 merrimon ave, asheville, nc 28801, usa"
" Trader Joe's Cary (741) 1393 Kildaire Farm Rd Cary, NC 27511 US ",-78.7815442,35.758902,"1393 kildaire farm rd, cary, nc 27511, usa"
" Trader Joe's Chapel Hill (745) 1800 E Franklin St Chapel Hill, NC 27514 US ",-79.0243879,35.9366785,"1800 e franklin st, chapel hill, nc 27514, usa"
" Trader Joe's Charlotte (744) 1133 Metropolitan Ave Charlotte, NC 28204 US ",-80.8355447,35.211682,"1133 metropolitan ave, charlotte, nc 28204, usa"
" Trader Joe's Charlotte - North (743) 1820 E Arbors Dr Charlotte, NC 28262 US ",-80.7545264,35.3368095,"1820 e arbors dr, charlotte, nc 28262, usa"
" Trader Joe's Charlotte - Piper Glen (742) 6418 Rea Rd Charlotte, NC 28277 US ",-80.8179279,35.0788563,"6418 rea rd, charlotte, nc 28277, usa"
" Trader Joe's Raleigh (746) 3000 Wake Forest Rd Raleigh, NC 27609 US ",-78.6217112,35.8232408,"3000 wake forest rd, raleigh, nc 27609, usa"
" Trader Joe's Wilmington (747) 1437 S College Rd Wilmington, NC 28403 US ",-77.8857637,34.2107721,"1437 s college rd, wilmington, nc 28403, usa"
" Trader Joe's Winston Salem (749) 252 South Stratford Road Winston Salem, NC 27103 US ",-80.281989,36.0929083,"252 s stratford rd, winston-salem, nc 27103, usa"
" Trader Joe's Lincoln (722) 3120 Pine Lake Rd Lincoln, NE 68516 US ",-96.6745877,40.7423226,"3120 pine lake rd ste r, lincoln, ne 68516, usa"
" Trader Joe's Omaha (719) 10305 Pacific St Omaha, NE 68114 US ",-96.0739732,41.2482854,"10305 pacific st, omaha, ne 68114, usa"
